gene_id	gene_name	MCIC_FC_2024_111	MCIC_FD_2024_105	MCIC_FD_2024_204	MCIC_MD_2024_109	MCIC_MD_2024_113	MCIC_MD_2024_116
L0F63_000001	L0F63_000001	149.970647272525	338.973062157744	12.0014643705091	286.9628020896	48.0147663820292	74.0437721192164
L0F63_000002	L0F63_000002	135.011356097498	741.993638980487	14.012761202247	639.031832315747	43.9982010774775	76.9699105935327
L0F63_000003	L0F63_000003	0	0	0	0	0	0
L0F63_000004	L0F63_000004	0	0	0	0	0	0
L0F63_000005	L0F63_000005	0	0	0	0	0	0
L0F63_000006	L0F63_000006	0	0	0	0	0	0
L0F63_000007	L0F63_000007	0	1.00259593178672	0	5.99314344347375	0	0
L0F63_000008	L0F63_000008	3.00331991146259	11.0105037831277	0	18.0187896829904	0	0
L0F63_000009	L0F63_000009	39.7981034479486	103.905013324717	7.8500900967408	135.442139572461	24.2568000064605	18.3576437306679
L0F63_000010	L0F63_000010	20.9009503707184	51.9518316361683	0.980262621096846	49.77200328653	7.08090626806579	8.16180403740782
L0F63_000011	L0F63_000011	0	0	0	0	0	0
L0F63_000012	L0F63_000012	27.9392649726218	0	62.6749743036692	1.99708686269739	148.354547250818	33.2227930250984
L0F63_000013	L0F63_000013	600.23669236748	948.066387872576	372.66540982443	917.228158591053	570.756239567656	701.961317115864
L0F63_000014	L0F63_000014	646.92919849139	1016.94141519149	168.061360883772	1218.90942542335	311.062259952069	557.160662242378
L0F63_000015	L0F63_000015	0	0	0	0	0	0
L0F63_000016	L0F63_000016	124.906264653589	79.9825242912142	60.9120521933317	256.875673319408	70.0698381243181	110.279833662619
L0F63_000017	L0F63_000017	874.586603023271	1068.1495964117	415.064566221818	674.287243774989	617.523768698994	845.927749988336
L0F63_000018	L0F63_000018	25.9381751683421	110.935433540534	9.77941881517248	100.611119124444	11.1463482013263	18.3139494915174
L0F63_000019	L0F63_000019	58.8050184954016	97.8839732453367	29.3437910284904	130.487462958159	29.3880803683626	35.6591697393157
L0F63_000020	L0F63_000020	0	0	0	0	0	0
L0F63_000021	L0F63_000021	1140.25484029165	1799.44792153724	188.712675677575	1795.25951636067	933.780244765952	865.574146300665
L0F63_000022	L0F63_000022	0	0	0	0	0	0
L0F63_000023	L0F63_000023	0	0	0	0	0	0
L0F63_000024	L0F63_000024	23.8775475538581	42.9628451508578	13.7454408497964	74.7182656223347	26.2611588731781	16.3130230702524
L0F63_000025	L0F63_000025	8306.47594730864	18478.5637187521	395.58133608079	16787.5906726972	2170.71435451312	3217.15483975792
L0F63_000026	L0F63_000026	0	0	0	0	0	0
L0F63_000027	L0F63_000027	1562.35709070171	2762.53125120204	115.165929340916	2842.09989480163	410.099916065175	493.385380620179
L0F63_000028	L0F63_000028	0	0	0	0	0	0
L0F63_000029	L0F63_000029	0	0	0	0	0	0
L0F63_000030	L0F63_000030	73.9767857858337	276.969823951347	23.9950146977799	299.938707609328	40.0181352893293	56.0561337705989
L0F63_000031	L0F63_000031	4299.1372695218	9926.29339503881	717.3707253997	8897.10809245429	2439.81944332259	2774.83226945284
L0F63_000032	L0F63_000032	182.052870676599	765.033434313103	34.0508255991848	627.114211409594	72.9782745582658	118.867453677673
L0F63_000033	L0F63_000033	46.7635425245039	159.866625062127	6.88165579241948	131.535596839761	12.1087008560422	15.2824784251472
L0F63_000034	L0F63_000034	0	0	0	0	0	0
L0F63_000035	L0F63_000035	120.980164071303	345.975286153277	6.00126873940042	371.959357940859	40.0107239017336	87.0417548058958
L0F63_000036	L0F63_000036	760.961063266753	2650.76897545036	199.846278193072	2892.33054158734	528.20316949575	552.498201555634
L0F63_000037	L0F63_000037	555.47225146408	3060.5677682715	136.418916046202	3134.69608338203	351.650243803484	446.624621387678
L0F63_000038	L0F63_000038	0	0	0	0	0	0
L0F63_000039	L0F63_000039	0	0	0	0	0	0
L0F63_000040	L0F63_000040	0	10.0072906474589	2.0066433479955	13.0135130649715	5.99835510800131	0
L0F63_000041	L0F63_000041	6.9920258253017	0	0	2.996486194025	1.9974915922361	0.998404255805296
L0F63_000042	L0F63_000042	246.667859515619	676.743345438215	57.8188645970165	1159.00585736669	131.22958904338	204.948957163254
L0F63_000043	L0F63_000043	0	0	0	0	0	0
L0F63_000044	L0F63_000044	0	0	0	0	0	0
L0F63_000045	L0F63_000045	0	0	0	0	0	0
L0F63_000046	L0F63_000046	619.520564503734	1807.33074423755	157.479192914551	1263.67570512632	399.607467665187	600.172636238392
L0F63_000047	L0F63_000047	56.9305320865174	169.940747055109	11.9667041302735	198.844583281689	27.0430343046634	54.2276240650551
L0F63_000048	L0F63_000048	216.956129844322	475.961393482996	93.0096309142462	643.913851161519	160.050519205516	162.099517143852
L0F63_000049	L0F63_000049	583.405859591702	1149.16819642255	58.1532437594547	834.368775885196	285.770739202576	455.843404405079
L0F63_000050	L0F63_000050	0	0	0	0	0	0
