gene_id	gene_name	MCIC_FC_2024_111	MCIC_FD_2024_105	MCIC_FD_2024_204	MCIC_MD_2024_109	MCIC_MD_2024_113	MCIC_MD_2024_116
L0F63_000001	L0F63_000001	149.784393879931	343.966704413182	10.7703815746521	285.34561037814	52.5268885683307	73.7012844399976
L0F63_000002	L0F63_000002	114.458749367324	639.101441720297	10.6742892506521	539.369618867605	40.8564071249173	65.0318186665061
L0F63_000003	L0F63_000003	0	0	0	0	0	0
L0F63_000004	L0F63_000004	0	0	0	0	0	0
L0F63_000005	L0F63_000005	0	0	0	0	0	0
L0F63_000006	L0F63_000006	0	0	0	0	0	0
L0F63_000007	L0F63_000007	0	11.6345758315839	0	68.1512242516865	0	0
L0F63_000008	L0F63_000008	2.41488154167623	8.99481727579258	0	14.42464533712	0	0
L0F63_000009	L0F63_000009	267.068769048956	708.415653246504	47.3338596395414	904.898409614451	178.295667942481	122.773287759424
L0F63_000010	L0F63_000010	163.981564938329	414.114821814662	6.91047634316022	388.775962226172	60.8505340037721	63.8177335858883
L0F63_000011	L0F63_000011	0	0	0	0	0	0
L0F63_000012	L0F63_000012	55.3603368715172	0	111.58722088463	3.93972577310906	321.981682730456	65.6063851108552
L0F63_000013	L0F63_000013	408.388056234374	655.360345968803	227.827489881215	621.316893217723	425.351251947794	475.981302152644
L0F63_000014	L0F63_000014	616.009199058076	983.823738592271	143.792048161137	1155.5458203656	324.43247759004	528.733845167713
L0F63_000015	L0F63_000015	0	0	0	0	0	0
L0F63_000016	L0F63_000016	162.115367918862	105.469282188009	71.0362040709697	331.931320795532	99.6133705109499	142.646883710864
L0F63_000017	L0F63_000017	464.623900637201	576.529753232012	198.130317168543	356.639104641504	359.334536211403	447.876441074286
L0F63_000018	L0F63_000018	421.790980016715	1832.8168654487	142.891851708464	1628.88018479885	198.534977375142	296.801507224482
L0F63_000019	L0F63_000019	853.198806386654	1442.90705297043	382.550363266433	1884.90699747734	467.039510754608	515.624204837035
L0F63_000020	L0F63_000020	0	0	0	0	0	0
L0F63_000021	L0F63_000021	341.35464254242	547.310890281394	50.7623256546793	535.077165686443	306.192907391956	258.246465400097
L0F63_000022	L0F63_000022	0	0	0	0	0	0
L0F63_000023	L0F63_000023	0	0	0	0	0	0
L0F63_000024	L0F63_000024	144.835717053005	264.770690220422	74.9171379330994	451.230065065107	174.480299372006	98.6158281503241
L0F63_000025	L0F63_000025	12793.5432114052	28915.6632705106	547.452408388872	25742.3203732805	3662.04150494591	4938.24022691598
L0F63_000026	L0F63_000026	0	0	0	0	0	0
L0F63_000027	L0F63_000027	2065.26599389103	3710.16999912214	136.790600819091	3740.4195734957	593.788698256958	649.992265570499
L0F63_000028	L0F63_000028	0	0	0	0	0	0
L0F63_000029	L0F63_000029	0	0	0	0	0	0
