Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
L0F63_000001	NOP13	JAKSZP010000001.1	-	56387	57519	14.804581	6.971001	9.485198
L0F63_000002	DBP8	JAKSZP010000001.1	-	172695	174161	12.046650	5.672380	7.718210
L0F63_000079	IST1	JAKSZP010000003.1	-	129945	131226	143.907257	67.761299	92.200439
L0F63_000081	HIR3	JAKSZP010000003.1	-	515641	521055	66.891144	31.496891	42.856720
L0F63_000082	-	JAKSZP010000003.1	-	521150	522467	8.193437	3.858026	5.249481
L0F63_000113	-	JAKSZP010000004.1	-	74574	77281	79.244148	37.313522	50.771210
L0F63_000144	-	JAKSZP010000005.1	-	93255	93642	9.313044	4.385213	5.966806
L0F63_000176	CCT5	JAKSZP010000006.1	+	209380	211356	23.812780	11.212673	15.256692
L0F63_000205	CNS1	JAKSZP010000007.1	-	183195	184494	20.232349	9.526763	12.962734
L0F63_000206	-	JAKSZP010000007.1	-	246953	249378	49.910351	23.501179	31.977236
L0F63_000114	-	JAKSZP010000004.1	+	290368	291813	633.639587	298.360535	405.968750
L0F63_000294	-	JAKSZP010000010.1	-	94790	96363	81.484749	38.368549	52.206749
L0F63_000402	-	JAKSZP010000014.1	-	66874	70317	28.053921	13.209689	17.973963
L0F63_000427	FPS1_3	JAKSZP010000015.1	+	2961	3809	74.787544	35.215050	47.915890
L0F63_000443	-	JAKSZP010000016.1	+	290416	290489	13.561489	6.385670	8.688757
L0F63_000428	PCK1	JAKSZP010000015.1	+	205482	207116	326.282898	153.636139	209.047333
L0F63_000469	IWS1	JAKSZP010000017.1	-	290835	291872	130.444443	61.422096	83.574898
L0F63_000520	-	JAKSZP010000019.1	+	345910	345983	6.500000	3.060641	4.164507
L0F63_000497	CHS7_1	JAKSZP010000018.1	-	113453	114391	319.987457	150.671799	205.013870
L0F63_000545	SAP30BP	JAKSZP010000020.1	+	59021	59468	104.136154	49.034370	66.719353
L0F63_000565	STR3	JAKSZP010000021.1	+	68649	70048	80.048683	37.692352	51.286667
L0F63_000606	-	JAKSZP010000023.1	-	199160	199354	0.000000	0.000000	0.000000
L0F63_000607	-	JAKSZP010000023.1	+	199367	202111	186.827103	87.970879	119.698906
L0F63_000633	-	JAKSZP010000024.1	+	55540	57627	79.147041	37.267799	50.708992
